X1,X2,X3,X4,X5,X6,y
-5.007499691,9.022882821,-21.93257608,9.022882821,-6.625854915,5.821630248,16.59068186
-1.98577267,9.742788838,11.88563487,9.742788838,7.769787987,5.800014668,-0.810748226
-4.01888955,8.957791669,44.7342212,8.957791669,-4.514760195,-1.72221181,14.55441409
-3.941603695,12.43784232,30.45303455,12.43784232,3.820245575,3.928348809,5.272026934
-6.075497932,13.80685408,5.832069817,13.80685408,4.384530123,3.157585205,-0.468948226
-6.083308837,11.8461654,38.09016899,11.8461654,0.077292303,2.424949125,4.567679354
-4.027638831,13.82233542,3.212354454,13.82233542,-0.310579866,5.989288796,16.76403354
-3.764732267,11.85417897,35.19912955,11.85417897,1.340750237,2.083063345,8.777604516
-5.097023963,6.586111312,48.763038,6.586111312,-3.672460254,-1.940777307,4.953420742
-3.234603509,6.220625881,21.12760194,6.220625881,5.258013282,3.068511522,-9.321781057
-4.618931077,12.18916019,-8.900964922,12.18916019,7.284258921,5.529107383,-2.813471778
-5.065614171,13.73087269,36.30816739,13.73087269,5.750709115,4.032929058,0.946014955
-4.355543126,7.714881267,6.339347672,7.714881267,15.29875942,4.70631944,-28.87981515
-2.7434536,11.58595035,-12.66641983,11.58595035,7.130073345,5.995095383,-0.48646102
-7.115783432,7.408171709,30.12529247,7.408171709,4.411600437,10.03279615,-16.24295042
-4.453327363,9.257070391,21.47373319,9.257070391,0.94252374,7.858716025,3.278581076
-6.066522421,14.45449808,16.27215296,14.45449808,6.699852095,1.540089463,-1.179798297
-6.147806311,10.26906715,29.1303823,10.26906715,0.074981555,8.890439259,1.518077397
-6.347185045,10.36533314,53.9242975,10.36533314,14.6569165,0.437947782,-27.34246707
-4.374543716,14.95932032,7.470653048,14.95932032,4.296361968,-1.617559783,9.638100083
-4.370050245,9.025418761,4.091406605,9.025418761,-1.717667758,-1.422965309,5.952162541
-6.638151073,12.82284717,30.46689437,12.82284717,4.061797907,8.581486846,-1.736347756
-3.873528926,12.74773438,-4.074790037,12.74773438,11.96357358,0.549019499,-9.887946234
-5.239554014,8.347364257,17.64795957,8.347364257,9.351282846,1.245193654,-16.38640372
-4.540483858,12.430219,44.21152922,12.430219,8.008668969,5.819539337,-3.708069885
-5.24893742,7.098764107,1.448525384,7.098764107,4.991254866,6.795068013,-12.76859152
-5.943298666,13.80454297,6.50506095,13.80454297,-0.906413078,-0.132377821,11.41883024
-4.273212844,7.4577297,26.01495633,7.4577297,-6.340980925,1.885059035,16.05820458
-5.612056003,10.69257702,35.69886816,10.69257702,0.585378522,-2.288368195,2.637695224
-4.309111148,8.618804208,36.97219192,8.618804208,-1.104525029,3.322310762,8.098752373
-5.346815475,11.6196053,34.60154077,11.6196053,2.135695444,1.990052482,2.996009276
-4.041764842,10.65873299,17.78230823,10.65873299,-3.235808112,6.01684676,14.03626803
-5.66314384,12.37404938,26.05517438,12.37404938,2.733756243,1.669706572,2.696342138
-3.043053812,10.07295856,22.51459432,10.07295856,4.917453013,5.817979423,1.488587392
-4.404122965,9.113618652,3.449923732,9.113618652,-0.887757099,5.042938068,5.748909371
-5.987700539,9.784777223,13.0268698,9.784777223,2.87583309,0.395740811,-5.227961957
-4.576928294,11.15138964,-2.200289926,11.15138964,-2.918193898,0.700873364,15.22244964
-6.248430608,8.857256683,13.65397363,8.857256683,3.788154049,0.315510384,-8.120054962
-4.990407236,10.30000239,21.2625371,10.30000239,20.08099695,8.54957462,-33.83928762
-5.217162372,7.987508064,-18.10906779,7.987508064,3.967200969,1.706003934,-7.502360166
-5.34757511,6.550752458,37.35090566,6.550752458,-1.405661161,2.834863677,0.338109099
-4.210002475,9.366277612,47.74179575,9.366277612,0.379809388,7.194726493,5.874591738
-6.586295378,8.521241173,-3.850168175,8.521241173,-1.728804085,2.220440311,-0.991627114
-6.19884194,7.782913381,30.29208863,7.782913381,5.569163505,7.209243364,-15.49420777
-5.512223563,12.38410712,5.641786667,12.38410712,4.071743793,7.604568539,-0.6373556
-5.510344315,12.00902113,42.26858801,12.00902113,5.486901702,1.189080114,-2.778042182
-4.604467517,10.85675704,35.95238613,10.85675704,-4.896280206,-1.505649662,17.93617296
-5.086786072,7.610484717,31.40612852,7.610484717,0.039335902,-0.344698805,-0.627898694
-4.756348155,6.735202064,35.9976736,6.735202064,-1.817205253,3.408459105,4.029375325
-6.350218363,10.78629688,-17.11097664,10.78629688,0.015663239,7.450175741,1.615388164
-5.402858747,8.690538188,21.44351567,8.690538188,0.64145592,3.899213438,-0.573926057
-4.859809232,7.196003248,-9.760663923,7.196003248,-5.698127362,-1.158218233,11.47650305
-4.915020059,10.41113508,25.79644974,10.41113508,-3.559814995,-0.897814904,15.032515
-2.078821906,9.609935551,34.5533678,9.609935551,2.240029177,2.031173624,10.18743217
-5.441494495,9.341828913,34.87011116,9.341828913,-4.056418157,3.074694047,10.44931501
-4.453855528,11.15572374,3.178730828,11.15572374,-2.02253842,4.02538613,14.57848064
-4.080112954,11.29522915,-10.17606411,11.29522915,7.98912455,3.556325462,-4.626683466
-4.559376064,10.26291444,-15.57599897,10.26291444,9.972278587,-0.183284933,-13.69548118
-5.756694043,8.56205928,-8.079917876,8.56205928,3.015468255,2.243474063,-4.80248005
-6.269264818,13.20828767,9.655069735,13.20828767,6.369530457,2.926148353,-4.175687559
-4.174182363,12.23687773,23.84946164,12.23687773,-9.693559796,7.333852844,32.40972359
-4.304645566,8.183085048,22.38005826,8.183085048,-3.711015008,3.117690998,10.46697445
-5.316842745,11.29644274,42.27077481,11.29644274,-3.570935754,3.422740032,12.988768
-4.928538969,9.077691125,7.617500113,9.077691125,-1.929159462,3.68791802,7.235979349
-4.47099282,9.479287629,33.92125719,9.479287629,-0.414429827,7.065707303,6.684147915
-5.088230691,14.37714047,-2.010570594,14.37714047,8.443722443,6.695604306,-2.289874136
-5.352322773,13.46836269,27.56255144,13.46836269,11.93540609,2.31561248,-15.9939777
-6.615342442,11.34724143,23.37962404,11.34724143,-1.319007893,2.321309781,2.853020418
-6.231689353,6.740618708,49.44421931,6.740618708,11.00620652,1.260610568,-26.28993874
-4.502447384,7.02289827,21.25006996,7.02289827,8.59897767,-2.765002779,-15.58448344
-4.551485762,10.09024607,23.18818051,10.09024607,2.216372266,1.938717666,1.713023766
-4.816765434,13.05912626,30.94194935,13.05912626,-10.00169441,3.648849999,29.84564979
-4.228297029,9.953076564,14.66936473,9.953076564,4.298603889,-2.133598404,-0.890532647
-3.620703633,8.384217172,71.11989256,8.384217172,-7.913663894,6.057755931,22.75895923
-4.027266319,10.52529998,29.68085584,10.52529998,0.711362996,4.729006601,7.849598396
-4.062135843,11.03579809,52.287011,11.03579809,5.259535202,0.252566313,-0.389405219
-2.509326787,10.06982933,4.0706057,10.06982933,-0.588361276,4.010314233,12.81681864
-3.493301142,7.689742138,61.17369856,7.689742138,0.997261501,3.046767644,2.855869052
-6.696009956,10.33229729,12.71695535,10.33229729,3.925727118,6.746748415,-7.344632046
-5.737740811,7.127366975,12.52416991,7.127366975,-6.101394641,0.157185015,9.164173932
-5.562923946,9.579029342,16.67119437,9.579029342,-2.18459163,3.119203506,8.647507453
-4.557285636,9.304818593,35.11219717,9.304818593,3.773966419,3.184290267,-1.897814506
-4.752094634,10.30152349,14.64618874,10.30152349,7.148962802,7.432014011,-8.448389191
-4.017826216,11.93810037,-4.0245586,11.93810037,-5.434210643,-0.592246236,23.29237587
-3.828861033,9.799287575,33.00010025,9.799287575,-1.482940757,4.295662425,11.0254419
-5.013330807,11.56310789,60.15003122,11.56310789,-2.318973591,-1.011590265,13.29358124
-4.686617407,7.481540775,46.5996749,7.481540775,-9.676685261,2.297106451,20.04181981
-4.612423549,13.39536739,19.12280281,13.39536739,7.325745132,4.700459155,-2.077696372
-4.395127233,10.91001513,-22.70514834,10.91001513,-3.654297717,1.506794442,15.48283118
-4.234029087,12.51542174,39.0870701,12.51542174,2.628880879,4.154690336,6.261571019
-5.43322016,8.153500675,11.69876494,8.153500675,-2.970635809,-0.302310201,6.153899645
-4.792529089,14.89926064,29.6748838,14.89926064,5.504752424,1.852779629,3.098462404
-4.817088209,10.06600892,57.03218671,10.06600892,0.440960788,4.825314923,5.591285695
-5.078561012,8.914120105,35.69795654,8.914120105,0.455934545,5.621319744,0.448148136
-5.600915621,10.15145029,-9.09554803,10.15145029,-2.465080694,4.605668905,9.108478074
-5.255610701,10.82293012,27.99760679,10.82293012,-5.332414264,0.016806537,17.08357731
-4.900178408,9.698019909,20.45448743,9.698019909,3.659803434,8.7830417,-1.940838521
-3.488826773,11.15381379,10.79456921,11.15381379,-2.105150456,4.918840774,15.83173742
-5.644779698,8.884993197,7.291863102,8.884993197,-1.676023527,7.683074836,4.228508768
-6.541373551,12.59909499,-11.75054464,12.59909499,1.530712417,5.27797516,2.095147443
-4.227224131,11.45785227,5.175257479,11.45785227,-6.154099471,3.096574055,22.31423813
-5.730529105,7.78405459,19.54075909,7.78405459,3.941935348,-1.496631721,-9.719671316
-2.479060816,11.04090706,7.642950696,11.04090706,11.99822378,-0.203998303,-10.7189964
-5.499578894,9.875064461,3.785949755,9.875064461,-4.284790727,8.553099593,10.73608391
-5.644381196,9.196656243,32.48460468,9.196656243,-5.137981379,4.93655164,10.86825625
-6.358015607,9.779501228,12.98723417,9.779501228,9.33112282,-3.5179636,-18.49179791
-6.091722381,6.670287882,48.73672364,6.670287882,-3.692465102,0.365981352,0.991145735
-5.514594102,8.064796734,25.2093766,8.064796734,5.607889876,5.212562946,-11.22170458
-4.997957335,8.311307056,-17.51713617,8.311307056,-0.795570995,3.090850217,3.10995168
-5.756944937,10.89575251,8.074598109,10.89575251,-0.629875698,3.640815251,6.087362172
-4.753740924,8.948225319,8.393201368,8.948225319,-4.520017223,2.402943244,10.78313532
-5.649289419,6.466853215,20.51197981,6.466853215,-3.613189875,6.797470705,1.95740016
-3.11471261,10.11081388,17.18693062,10.11081388,-1.798523443,6.235025774,13.61456772
-5.916235904,12.3137021,10.15000787,12.3137021,-0.947151337,5.473382883,11.0802816
-5.264694126,8.356291011,50.09519466,8.356291011,-0.991010126,4.139363496,3.897861262
-2.956689438,15.84164635,-9.715551805,15.84164635,7.887408518,3.411285218,6.849318875
-3.722154318,12.78826689,30.83519822,12.78826689,-3.546230273,0.518348589,20.50150034
-6.159511906,8.280331459,-5.902198394,8.280331459,4.982995762,3.388632914,-12.9998454
-4.488586509,9.738293353,12.98555849,9.738293353,3.474567649,7.345711428,0.700510917
-5.43551993,11.37690047,27.82894504,11.37690047,6.359026684,8.027996069,-7.128331311
-4.579290974,12.21575326,30.28717654,12.21575326,2.573106569,3.001763111,6.287889511
-4.953944443,7.101664358,29.59438743,7.101664358,-3.568576391,5.172405282,5.015844444
-5.155990725,10.94631013,9.755288029,10.94631013,0.572333919,4.200348603,5.621592238
-5.181147578,13.91304517,10.52780791,13.91304517,3.792651868,4.286179201,6.004944529
-4.683976635,8.949881947,58.86725059,8.949881947,1.070981128,6.112436427,2.315866024
-5.51806537,10.14253175,31.1469774,10.14253175,6.312433735,9.879335841,-7.925628276
-5.572906214,8.168523477,64.02720752,8.168523477,9.425578953,3.636254305,-19.47117108
-4.824310483,9.803598687,-23.0672459,9.803598687,-0.476229131,3.717351285,6.421374846
-6.573142778,12.16785273,49.36883524,12.16785273,-1.998931879,-1.127175199,8.70773285
-4.334271768,11.72787778,21.73735153,11.72787778,2.469087941,0.114213446,4.913532952
-3.858867437,10.71977887,37.39448688,10.71977887,-5.059515188,7.820456487,20.1084672
-7.312881417,7.94701123,46.01068921,7.94701123,5.470715183,4.865410937,-17.85518414
-4.262563337,9.496539268,24.40777034,9.496539268,3.934293259,-1.454214128,-2.065578898
-6.247079179,9.93665046,5.127566075,9.93665046,0.044422481,4.472364089,1.167318168
-5.048045909,9.96971204,36.68199297,9.96971204,0.574139169,3.773613439,3.212826243
-4.225969548,7.738675715,-37.19945264,7.738675715,1.835197944,6.04201394,0.992924171
-3.128662138,13.07961435,31.06311075,13.07961435,-4.968453013,5.738049237,25.36548264
-4.669670367,15.19128672,-22.79154316,15.19128672,4.022634331,8.700884387,6.911978742
-6.124876925,7.088800965,17.0575799,7.088800965,-5.217738689,6.714325945,7.249798582
-4.346954951,10.22704661,23.25610895,10.22704661,-4.494435368,10.67579931,17.60174824
-6.177473892,12.52638138,23.43149156,12.52638138,-0.726921093,-0.611364929,7.518446192
-3.24133745,10.19608396,11.63061571,10.19608396,6.871522837,3.948311817,-3.642773054
-4.343331918,12.46745717,6.690022606,12.46745717,-0.130969613,11.22756546,13.15044361
-2.640223945,8.116085664,9.665335178,8.116085664,-0.486130183,1.715981071,10.01609954
-3.006038185,10.36625542,39.87034127,10.36625542,5.259603396,7.359606573,0.823299917
-4.026916096,11.07889761,24.01372171,11.07889761,6.117535343,2.654180021,-1.147725496
-5.217691471,10.09379188,12.11431809,10.09379188,-0.797136528,3.078613398,6.601517494
-4.573644544,5.14943061,11.03115753,5.14943061,4.624663713,-1.768142858,-10.42844156
-6.489061088,8.706056458,20.37382144,8.706056458,1.568975987,1.376273548,-4.646575283
-2.142353683,11.29531594,9.678912352,11.29531594,2.505894248,3.978246686,11.07213999
-5.670200488,9.600492435,24.3508761,9.600492435,-2.144605281,5.227376207,6.834181391
-4.539848124,7.533424258,58.5039044,7.533424258,5.008203876,6.121086946,-7.660811195
-4.667327452,12.79186352,-8.182799165,12.79186352,-5.373728787,1.856603556,21.56673263
-4.658950224,9.283999159,40.5503831,9.283999159,-9.523093873,3.979595809,23.38960407
-4.772534047,11.47641908,15.67068821,11.47641908,-12.3367216,2.973501904,31.55498408
-4.787670689,9.715882682,13.4319139,9.715882682,-1.445234074,0.482444876,8.499140569
-4.474017434,11.86876963,10.40590292,11.86876963,-2.707193343,2.855726787,15.72546076
-4.783185342,12.4125605,67.79221267,12.4125605,9.303245988,-0.007351898,-7.950843048
-5.526597388,10.46184047,12.0921574,10.46184047,3.914363949,1.114966231,-3.712859806
-5.27859248,11.49294542,13.85375836,11.49294542,0.91312406,-0.426083879,5.836676008
-3.958220191,9.122086438,37.87396269,9.122086438,-0.534493569,1.210382721,6.896508948
-4.519582838,12.13172345,-28.76305471,12.13172345,-4.821513466,-1.049466684,21.73416473
-5.551814404,7.484352062,30.59831343,7.484352062,4.818938505,-0.521788491,-10.52643556
-5.289822914,11.84748778,21.36530021,11.84748778,-5.792470747,3.667522614,18.97849873
-6.644414584,12.46029897,9.79585735,12.46029897,-3.464914628,6.38459171,10.809409
-4.901225233,12.21696531,76.36320251,12.21696531,3.2231918,5.387529856,3.741495927
-4.778045758,7.074028993,-2.98623159,7.074028993,0.102506039,5.560579066,-0.304917724
-4.654791412,8.600090921,30.65957957,8.600090921,0.531530158,0.232203112,1.604689216
-3.563157969,6.527229889,7.646849583,6.527229889,2.502425451,-0.999140766,-3.462303573
-4.851792473,7.010772483,20.79699288,7.010772483,8.434720094,0.577487659,-15.69535053
-5.914480651,11.43491717,36.58799928,11.43491717,6.068753449,-0.393875585,-7.517514914
-4.412164451,13.08911788,9.725070543,13.08911788,-3.921020894,2.584010111,20.73545217
-3.309882493,7.140386149,24.47975304,7.140386149,-0.666008444,4.270200698,6.033521019
-5.947435408,13.16468659,-14.98863927,13.16468659,5.594032674,0.223655257,-3.457596752
-5.545567973,11.89088709,45.58592566,11.89088709,0.279504213,9.246582308,6.838541329
-5.619865773,11.58087849,7.178816782,11.58087849,-0.189141008,10.08298002,6.240201747
-5.122881374,11.2708399,13.6168079,11.2708399,-3.664676994,0.219103474,14.53315027
-4.14822897,11.24683307,7.175051569,11.24683307,3.979171726,-0.699671568,2.632411012
-5.497071925,8.637307137,20.86377963,8.637307137,3.448277968,7.167345013,-3.480547424
-4.697953831,13.89718116,32.77240582,13.89718116,10.74921541,2.45061001,-8.586303446
-3.110108655,13.26183089,46.13860416,13.26183089,3.649663156,4.988686279,10.40961149
-4.334087539,5.534280988,4.392260869,5.534280988,14.42759657,3.385803439,-30.45670084
-3.383276896,9.237368297,51.50726423,9.237368297,-0.550705561,2.73535609,10.24970193
-4.277612643,10.96145975,-21.85477044,10.96145975,1.513412209,6.342805036,6.076743653
-6.307375642,13.62613246,67.95877562,13.62613246,1.086405456,0.999591004,5.490380515
-5.354910571,11.44554767,7.16843652,11.44554767,-4.239850787,7.238280889,15.51816005
-4.016138027,13.33198001,49.00153322,13.33198001,-6.353514317,1.70886623,27.09703268
-6.157118173,9.615656984,9.071366792,9.615656984,-5.011532133,7.446633653,11.62364903
-3.583470656,9.305274714,16.31595757,9.305274714,-6.910501944,4.627375624,22.90118632
-4.429623228,6.454509637,34.6308759,6.454509637,2.126162773,6.702439975,-3.008187606
-5.21475409,10.71542307,21.75592562,10.71542307,4.731257007,4.162624493,-3.829207746
-5.033805017,8.751117962,-10.48529895,8.751117962,1.49764864,2.628388226,0.060202881
-7.019556059,12.72274546,31.00621783,12.72274546,2.68875476,5.241784286,0.903359698
-5.33717094,9.907527944,26.08936035,9.907527944,1.348920029,9.67401335,1.723328231
-4.719921396,12.10324315,14.39760965,12.10324315,-2.944661857,3.930783695,15.07887461
-4.680373889,9.132064677,25.78735346,9.132064677,-5.184660865,5.806696826,14.101401
-5.550896492,8.212844213,3.155441694,8.212844213,2.022313879,4.494680519,-3.486869687
-5.335908472,7.823179502,11.1523221,7.823179502,-2.5561867,3.701046603,5.038157654
-5.337880307,12.41154651,9.166936925,12.41154651,-2.106450933,3.915426474,13.05165982
-5.001723556,7.392077312,4.254116552,7.392077312,3.078305836,2.398472884,-7.413762387
-5.141071691,5.575498945,64.72382867,5.575498945,1.464128249,1.956649863,-9.609240533
-4.409030099,12.45534914,3.183144457,12.45534914,10.77967437,7.939445814,-9.686955464
-4.911000221,11.5624277,5.308264079,11.5624277,1.431143657,2.451165126,5.1339191
-6.856597049,8.329264597,32.82892922,8.329264597,3.500420786,2.906661145,-10.33731215
-5.063342219,6.676672239,6.530494544,6.676672239,9.125138374,6.897134598,-21.02302943
-5.027891324,7.383841878,28.27596745,7.383841878,4.007961272,4.454082627,-9.587924635
